trdmn	mkt_rf	smb	hml	umd	rmw	cma	rf	smb_equal	hml_equal	umd_equal	rmw_equal	cma_equal
2007-06	-0.109027754	-0.112613611	-0.076029196	-0.006454284	0.1793372564	-0.070659186	0.002515	-0.077066564	-0.060877995	0.0121796865	0.1474567622	-0.073309094
2007-07	0.1979019947	0.0808560953	0.0373494023	-0.022269906	-0.047078943	0.0216149709	0.002734	0.0758929409	0.0476167677	-0.081258696	-0.044232722	0.0174092439
2007-08	0.1357233232	-0.02384085	0.0087351066	0.0074633725	0.0225430113	-0.012233032	0.002952	-0.000777415	0.0046788121	-0.033973354	-0.010470998	0.0146868102
2007-09	0.0500789748	-0.011810581	0.0424992681	0.0287168135	0.0450857919	-0.008743658	0.003169	-0.003781655	0.0187569617	0.0167176969	0.0265307662	-0.00985526
2007-10	-0.05288482	-0.070804133	-0.061431588	0.0780207838	0.1225015359	-0.088574418	0.003169	-0.02863602	-0.027530426	0.0417572904	0.07079068	-0.039831268
2007-11	-0.142210281	0.0981200617	0.0359590464	-0.128893269	-0.098577123	0.0746919864	0.003169	0.0769475611	0.0045326561	-0.126284165	-0.078896569	0.044631283
2007-12	0.1812264561	0.0236257596	0.0063871368	-0.024781847	-0.03520177	0.0362614529	0.003386	-0.000548854	-0.011129282	-0.00150944	-0.004374434	0.0099127406
2008-01	-0.093652304	0.038260902	0.0032324393	-0.022530087	-0.026229934	0.0180329878	0.003386	0.0115953581	-7.059594E-6	-0.037369908	-0.01114089	0.0041604747
2008-02	0.0451149955	0.0779691871	0.0445461898	-0.039158839	-0.045526733	0.0478722061	0.003386	0.0559230082	0.0453396948	-0.02217393	-0.043204904	0.0226275216
2008-03	-0.200782249	0.0210251906	-0.015730529	-0.01616481	-0.000109626	-0.016289373	0.003386	0.0293506078	0.0032524487	-0.0348268	-0.010846379	0.0117991215
2008-04	-0.02236899	-0.065463351	0.0060797385	0.0308031655	0.0510043293	-0.029963639	0.003386	-0.051805913	-0.002258743	0.0492334501	0.0496628465	-0.024997548
2008-05	-0.058909795	0.0388628275	0.0201268057	-0.017635891	-0.012865156	0.0129662327	0.003386	0.0300972344	0.0096184689	-0.034416509	-0.02639161	0.0131790265
2008-06	-0.241360243	-0.015407199	-0.037614112	0.0175058149	0.0157319289	-0.024085642	0.003386	-0.005702442	-0.023000368	0.0089987207	0.0143318275	-0.009821594
2008-07	0.0445270415	0.081672915	0.0059618632	-0.041937738	-0.040004457	0.0423874857	0.003386	0.0565939209	0.0127112968	-0.040940424	-0.031233319	0.0249495942
2008-08	-0.218656255	-0.013545579	0.0172846297	-0.025151401	0.0190656986	-0.020659367	0.003386	0.005250987	0.0292090162	-0.025336918	-0.007783936	0.0081665115
2008-09	-0.04249161	-0.071234985	0.0468800604	-0.035291825	0.0206128029	-0.016799817	0.003386	-0.041907581	0.0247671467	-0.032496817	0.0184862881	-0.024612005
2008-10	-0.274331802	0.022323224	0.013091874	0.0210702387	-0.014357089	0.0516841197	0.002952	0.0223581203	0.0152346098	0.0074485097	-0.01601253	0.0408101935
2008-11	0.1652415005	0.0445677741	0.0002924231	-0.038410102	-0.020089	-0.024083235	0.002076	0.0313436202	-0.001483342	-0.066469216	-0.022719394	-0.009764602
2008-12	0.005643732	0.0723598903	-0.058976029	0.0004035304	-0.04630574	0.0131162923	0.001856	0.0408311026	-0.074723611	-0.025503936	0.0002359261	-0.000294801
2009-01	0.1302196534	0.0270512321	0.0048489631	-0.142251022	-0.031878909	-0.023953556	0.001856	-0.010132592	0.0001304308	-0.076194937	0.0090790637	-0.028182711
2009-02	0.0610956435	0.0282544007	0.0179551733	-0.045256221	-0.045194532	0.0416736046	0.001856	0.0097571423	0.0229725111	-0.07642151	-0.027414137	0.0278669827
2009-03	0.1876350029	0.0521752102	-0.01639017	-0.073736514	-0.046037004	-0.021712243	0.001856	0.0318092319	-0.020955454	-0.079007644	-0.013535067	-0.013031959
2009-04	0.0598062113	0.0143313316	-0.00168263	-0.005136637	-0.006533371	0.003821445	0.001856	0.0231126023	0.0119567676	0.0011042639	-0.008348655	-0.002153226
2009-05	0.0496918965	0.0379876902	-0.001856606	-0.02235742	-0.017630036	-0.008201492	0.001856	0.0275551601	0.0007515025	-0.032912626	-0.027141884	0.0116616126
2009-06	0.0826148856	-0.024387387	-0.008056188	-0.014335983	0.0523200346	-0.020594129	0.001856	0.0096999969	-0.002523428	-0.012310495	-0.003311791	0.0121894363
2009-07	0.1695557932	-0.035672218	0.0841220069	-0.077293851	-0.037002281	-0.003267556	0.001856	-0.019839045	0.0474855049	-0.052045575	0.0146626495	-0.018347019
2009-08	-0.1915674	0.0391721974	-0.061528436	-0.073585712	-0.004455246	0.0186969825	0.001856	0.0215129859	-0.041488434	-0.039845823	0.000733797	0.0125626461
2009-09	0.0390827905	-0.011296614	-0.018893032	0.0187158316	0.0410175491	-0.028955772	0.001856	-0.003859576	-0.011857785	-0.002802537	0.0195218205	-0.01437065
2009-10	0.1003463664	0.0273088473	0.0161575295	0.0664403448	-0.025170553	0.0337137524	0.001856	0.0105402668	0.0129963145	0.0264022887	-0.009967683	0.0090618111
2009-11	0.109303432	0.0482075983	-0.00422387	-0.002719784	-0.013528538	0.0497175589	0.001856	0.0194327424	0.0094817834	-0.038818795	-0.005316054	0.0136396078
2009-12	0.0244651226	0.0179988004	0.0329256243	-0.053840869	-0.016075287	0.0121263121	0.001856	0.0305545357	-0.000409439	-0.028254436	-0.004842967	0.0063068282
2010-01	-0.077343947	0.0625244486	-0.041583916	-0.061167426	-0.022382807	0.0384898189	0.001856	0.0222237773	-0.020697649	-0.031278243	-0.014980088	0.0186530683
2010-02	0.0374506686	0.0378406428	0.0078285246	0.0307341702	-0.034195913	0.0343934035	0.001856	0.0212498176	0.0106341513	0.005928936	-0.025815016	0.0215692831
2010-03	0.0137733781	0.0336236981	-0.00008108	-0.003885948	-0.006848022	0.0174005052	0.001856	0.0321342909	0.0026055999	-0.009805459	-0.014110631	0.0187909527
2010-04	-0.079242228	0.0075800525	-0.042527322	0.0552671196	0.0118181137	0.0067159515	0.001856	-0.005938564	-0.039715198	0.0077874403	0.0299567379	0.0038776505
2010-05	-0.089008375	0.0045033619	-0.051872486	0.0626246928	0.0346916318	-0.006598256	0.001856	0.0023744374	-0.03857198	0.0564901295	0.0166539374	-0.011250766
2010-06	-0.092482431	-0.00966492	-0.006916041	-0.028648327	-0.000801863	-0.008038988	0.001856	0.002770901	-0.004522017	-0.018705555	0.0062454681	0.0033282019
2010-07	0.1446077925	0.0233761619	0.006378089	-0.032952017	-0.01232123	0.0067182585	0.001856	0.020446992	0.0203249552	-0.04915276	-0.005941703	0.0008172293
2010-08	0.0556399333	0.0460268114	-0.063053853	0.096158031	-0.023594629	0.0059611122	0.001856	0.022588811	-0.038916467	0.0573360041	-0.013067061	0.020513632
2010-09	0.0244597883	-0.015748535	-0.030750995	0.0404764128	-0.011032855	-0.010626714	0.001856	-0.012321148	-0.019441096	0.014490881	-0.012734504	0.0009611035
2010-10	0.1179633421	-0.042331074	0.0058130507	-0.067602167	0.0081703612	-0.029759988	0.00206	-0.030849774	0.0182514195	-0.037527228	0.0123555068	-0.027911237
2010-11	-0.038308076	0.0578057144	-0.045466279	0.0743920746	0.0106354297	-0.002604339	0.00206	0.0344038095	-0.026637233	0.0552160785	-0.002476258	0.0219004038
2010-12	-0.010764059	-0.002863433	0.0160279058	-0.025086828	0.0199883354	-0.025712978	0.002263	0.0110230762	0.0026883048	-0.005074601	0.007047854	-0.022160218
2011-01	-0.02517675	-0.018447767	0.0587806023	-0.095757383	-0.004612106	0.0054524875	0.002263	-0.00085382	0.0439133932	-0.057927994	-0.015511425	0.0127918243
2011-02	0.061241848	0.0421796642	-0.025165007	0.0405270132	-0.055585906	0.0373559803	0.002466	0.0131468199	0.0021427047	0.0160321328	-0.034250331	0.0151736097
2011-03	-0.005183613	0.0158190151	0.0282370999	-0.036005864	0.0034385197	0.0054997493	0.002466	0.0186916257	0.0225297096	-0.054020593	-0.031174678	0.0195200572
2011-04	-0.022110401	-0.006839815	0.0120575793	-0.046508922	0.0150385564	-0.005785707	0.002669	-0.001270291	0.0176668881	-0.027717955	-0.011109891	0.0124312849
2011-05	-0.069783922	-0.001137142	-0.007252937	0.0019173497	0.019331593	-0.016770533	0.002669	0.0097930441	0.0010694358	-0.007902782	0.0095714117	-0.008978489
2011-06	0.0299617622	0.0085205067	-0.011958365	0.0548068871	-0.008481688	-0.00303029	0.002669	0.0153331781	-0.006521373	0.0386801456	-0.011886773	-0.001739881
2011-07	-0.008060802	0.0178526814	-0.054568716	0.0126334766	-0.011927757	-0.006454051	0.002871	0.0143475941	-0.047171666	0.0040825004	-0.009284135	-0.000124113
2011-08	-0.053823415	0.0214391006	-0.029097022	0.0037938289	0.0055027891	-0.027826832	0.002871	0.0199353118	-0.01714151	-0.0195412	0.0032289186	-0.010009775
2011-09	-0.097644461	-0.016933399	0.0345193016	-0.027388176	0.0268174797	0.0109712455	0.002871	0.0033685553	0.0137479031	-0.034011071	-0.005359281	0.0166793578
2011-10	0.0283938219	0.0123081668	-0.003224801	-0.016555382	-0.007907811	0.0020695338	0.002871	0.0083912645	-0.004089754	-0.013377329	0.004743996	-0.006799408
2011-11	-0.053771351	0.0111566356	-0.03155729	-0.00200899	-0.003409939	0.0122410458	0.002871	0.0109093722	-0.029481768	-0.018946108	-0.011389382	0.011354538
2011-12	-0.095582621	-0.06743251	0.0537925681	0.0725200371	0.1079175338	-0.057593273	0.002871	-0.023946012	0.0280363788	-0.01360412	0.0640137962	-0.049623567
2012-01	0.0254678332	-0.0420808	0.0339874615	-0.035901609	0.0193519381	0.0083971429	0.002871	-0.027610578	0.022993743	-0.044609666	0.005200396	0.0179176366
2012-02	0.079006107	0.0440888905	-0.03609041	-0.073905948	-0.047899862	0.0029460996	0.002871	0.0178972728	-0.016431364	-0.044048442	-0.016829925	-0.00568899
2012-03	-0.076928712	0.0069143768	-0.003884377	0.0432009711	0.0138442257	0.005424028	0.002871	0.0089068079	-0.000935918	0.0341234309	0.0044353296	0.0058562796
2012-04	0.0585579647	-0.003126322	0.0171933831	-0.049216312	-0.014187331	-0.015690903	0.002871	-0.017506827	0.0392791829	-0.051834253	0.0075578586	0.0072274659
2012-05	0.0024905793	0.0151999667	-0.033243722	-0.00728572	-0.010986274	-0.017781313	0.002871	0.0111484126	-0.018042789	0.0153185691	0.0056107726	-0.011837923
2012-06	-0.065070074	0.0074812572	-0.021777662	0.0560370046	0.0251577523	-0.017747608	0.002669	0.0191873783	-0.024937598	0.038606694	-0.0006134	0.0114696317
2012-07	-0.062558694	-0.039273939	0.0056224636	0.0581539936	0.0411063002	-0.030996343	0.002466	-0.019001681	0.0047436873	0.0355782903	0.0245009293	-0.014810551
2012-08	-0.02820052	0.0722331451	-0.008169829	-0.034684966	-0.052603818	0.0432163816	0.002466	0.0467441407	-0.023953051	-0.031730273	-0.056714972	0.0245037547
2012-09	0.0274529383	-0.031904909	-0.013118663	-0.00876994	0.0353539547	-0.037842211	0.002466	-0.013318072	-0.004896277	-0.019154138	0.0219423253	-0.008143069
2012-10	-0.010725021	0.0199910711	0.0097741505	0.0056020863	-0.009806085	0.0057658773	0.002466	0.0084520229	0.0095590515	-0.008278048	-0.012591781	0.0159100847
2012-11	-0.076469173	-0.029955861	0.0477207902	0.0516476595	0.0400566331	-0.005150247	0.002466	-0.008823221	0.0290644918	0.0049869853	0.0110048634	0.005099177
2012-12	0.1374411199	0.0191117595	-0.002828172	-0.042332291	-0.012539229	-0.007165123	0.002466	0.0023380621	-0.006878339	-0.013172166	0.0227374091	-0.017791965
2013-01	0.0366949073	0.0359683838	-0.011120356	-0.036805024	-0.049324948	0.0255524361	0.002466	0.0098919232	-0.017727394	-0.009179882	-0.030043454	0.0002061108
2013-02	0.0076384265	0.0318448996	-0.020447811	0.0260097002	-0.021156378	-0.000327869	0.002466	0.0173333825	-0.014629858	0.0127068554	-0.013590888	-0.006557916
2013-03	-0.044632032	0.0253300735	-0.024401939	0.0525400419	-0.014361637	0.014210437	0.002466	0.0183184212	-0.02436265	0.0407673135	-0.024965673	0.0150839083
2013-04	-0.033266141	-0.000146661	-0.005509673	0.009225132	-0.005750643	-0.013987112	0.002466	0.0004634744	-0.00537115	0.0212669435	0.0023248802	-0.002639949
2013-05	0.0846572322	0.0709712341	-0.033577206	0.0238178406	-0.061996394	0.0063795217	0.002466	0.0351742436	-0.033636106	0.0207327096	-0.034841907	-0.000773352
2013-06	-0.146490775	-0.001466954	-0.018944044	0.062645861	0.0273168435	-0.0165867	0.002466	0.0144197169	-0.010973314	0.0477782457	-0.006274486	0.0036949056
2013-07	0.0400898348	0.0383023308	0.0005703598	0.0557621412	-0.021584866	0.0223398821	0.002466	0.0347924237	-0.013633212	0.040991189	-0.034804592	0.0185892052
2013-08	0.0555202776	0.0331191338	0.0158394316	-0.061634914	-0.056199355	0.032394997	0.002466	-0.000362963	0.0374817809	-0.064853355	-0.021916204	0.0180673901
2013-09	0.0424762315	0.0098389659	0.0024133921	0.07830659	-0.026152587	0.0189692362	0.002466	0.0094555137	-0.000488302	0.0364461244	-0.013917364	0.0036829871
2013-10	-0.027870233	0.0092408373	0.0313992822	-0.065106225	0.0059234176	0.0094786558	0.002466	0.0115760999	0.0241976225	-0.04176072	-0.00586746	0.0111197396
2013-11	0.0500541575	0.0526421218	-0.011813303	0.0370370703	-0.03499457	0.0117346882	0.002466	0.055365534	-0.001513616	0.0396576635	-0.043668475	0.0089100846
2013-12	-0.042643007	0.0077647784	0.0126626521	0.0088281038	0.0130034277	-0.013015006	0.002466	0.0069104329	0.0184296381	0.0001584503	0.0122787383	-0.003265385
2014-01	-0.018297843	0.0711214766	-0.019440311	0.0988416425	-0.040878659	0.0053769593	0.002466	0.0579770758	-0.019606901	0.1356469627	-0.04586534	-0.001078679
2014-02	0.0147222649	0.0299282026	0.0143884511	-0.031911653	-0.024623221	0.0327746367	0.002466	0.0220055576	0.0121388578	-0.012560511	-0.034679819	0.026032676
2014-03	-0.027785107	-0.006177484	0.0288510689	-0.084195184	0.0035298228	0.0195487561	0.002466	-0.007829036	0.0278805046	-0.082099847	-0.000498483	0.01551583
2014-04	-0.014821632	0.0064094065	0.0041747895	-0.018788453	0.0121247245	-0.006467219	0.002466	0.0192220079	0.0041935109	0.0010379992	-0.000965793	0.0017679622
2014-05	0.0126381284	0.0231149091	-0.00163142	0.0143422585	-0.028403135	0.0106297266	0.002466	0.0237666511	-0.009451836	0.0210910733	-0.02857701	0.0072324004
2014-06	0.0258209613	0.0341363965	-0.003956083	0.0222081652	-0.022973952	0.0187094692	0.002466	0.0395221166	-0.007893132	0.0279091678	-0.034496395	0.0204991796
2014-07	0.0747492136	0.0021668219	0.0511754135	-0.064098445	-0.010120812	0.0238779783	0.002466	-0.005454288	0.0559401032	-0.064899281	0.0036314897	0.0134908132
2014-08	0.0278702108	0.0453014443	-0.021326827	0.0267408343	-0.045563135	0.0107767824	0.002466	0.035736479	-0.021466071	0.0156184091	-0.038333158	0.0112965322
2014-09	0.0896755201	0.0870629923	0.0001614219	0.0287239874	-0.092934706	0.0462389055	0.002466	0.0642771618	0.0155094667	0.01016594	-0.044987405	0.0381514708
2014-10	0.0125943479	0.0002280052	0.0153609688	-0.008545875	-0.003093555	0.0134589422	0.002466	-0.003213021	0.0186867039	-0.018406598	0.0098010423	0.0058291908
2014-11	0.0564191729	0.0032067751	0.0427201022	-0.025334662	-0.000353018	0.0107816049	0.002263	0.0083329464	0.0412722097	-0.013716294	-0.001283786	0.0148860524
2014-12	0.0933563542	-0.15978806	0.1566931954	-0.076911493	0.154153618	0.0061412241	0.002263	-0.09286439	0.1169244698	-0.076852372	0.0891525317	-0.007791379
2015-01	0.0394382514	0.0237192841	-0.070216404	-0.103226724	-0.019154881	-0.038052742	0.002263	0.017658531	-0.067224339	-0.056699652	-0.013153112	-0.021874263
2015-02	0.0503313941	0.027282062	-0.040352303	-0.026700859	-0.02665809	-0.016957697	0.002263	0.0149548861	-0.034989776	-0.014207164	-0.014262391	-0.00743193
2015-03	0.1714205861	0.0818721925	-0.02731947	0.0166974346	-0.073706491	0.002813453	0.00206	0.0419449199	-0.0171761	-0.004105819	-0.038207511	-0.004667894
2015-04	0.1993012918	0.0058311586	0.0634990889	0.09834308	-0.042156503	0.0931566944	0.00206	0.0248990545	0.0343771256	-0.011338982	-0.032857908	0.037336023
2015-05	0.1133762133	0.1676687948	-0.180020539	-0.046703673	-0.153493557	0.009991927	0.001856	0.1201781306	-0.134226323	-0.061010306	-0.115849601	0.0363373879
2015-06	-0.090455033	-0.030290144	0.1050885519	-0.122696502	0.032360066	0.0150882444	0.001652	-0.019783541	0.0864512907	-0.148989524	0.0293700598	0.0105081464
2015-07	-0.161059875	-0.055859131	-0.013134328	-0.057524615	0.0720768467	-0.009263359	0.001652	-0.028639946	-0.024172798	-0.034553508	0.0538782412	-0.032436315
2015-08	-0.142842101	0.0067272567	0.0219781936	-0.046296489	-0.023144261	0.0332335041	0.001447	0.0189704791	0.0254647461	-0.078700184	-0.012058953	0.0468105126
2015-09	-0.064157251	0.0336326191	-0.048890349	-0.059790481	0.0330005633	-0.038923315	0.001447	0.0286271419	-0.056020074	-0.065281597	0.0008676315	-0.032356515
2015-10	0.1611698547	0.0835542691	-0.058823381	-0.038534255	-0.094210931	-0.031127459	0.001241	0.048050755	-0.053181952	-0.053128766	-0.064242631	0.0042982649
2015-11	0.0276540037	0.1143189529	-0.028072171	-0.020045289	-0.04201293	-0.031125445	0.001241	0.0873475703	-0.031064273	-0.033338444	-0.052956316	-0.002967256
2015-12	0.0411482702	0.0636588029	-0.00516687	-0.052180596	-0.001204539	-0.008380116	0.001241	0.0659756376	-0.002014556	-0.056996928	-0.031444062	0.0254261343
2016-01	-0.265330572	-0.045798042	0.0354878422	-0.099118361	0.0797696419	0.0274229538	0.001241	-0.013480878	0.0225151618	-0.059812988	0.0267104344	-0.004733507
2016-02	-0.020956763	0.0025769345	0.0198712557	-0.024466418	-0.003154943	0.0129640112	0.001241	0.002798311	0.025101394	-0.0251152	-0.007790977	0.0187917708
2016-03	0.1440298915	0.0613693243	-0.030411145	-0.02797658	-0.043955352	-0.046284997	0.001241	0.0450821411	-0.025659326	-0.030759005	-0.026413302	-0.020655958
2016-04	-0.022229594	0.0287547308	0.0167331372	0.0083393263	0.0067766446	0.0088722752	0.001241	0.034715129	0.0141870759	0.0001664486	-0.012181222	0.0198942803
2016-05	-0.011200199	-0.02114426	-0.017453678	-0.003619284	0.0185666709	-0.016262383	0.001241	-0.013668524	-0.017995572	-0.0195987	0.0147942734	-0.023306319
2016-06	0.0291724855	0.0391646014	-0.030247984	0.0237508778	-0.0251605	-0.016546084	0.001241	0.0314660085	-0.032555318	0.0164643147	-0.020509501	-0.012968031
2016-07	0.0172521005	-0.022626385	0.0593862339	-0.039889582	0.0313507531	0.0068879042	0.001241	-0.009971284	0.0624104474	-0.063876686	0.0209694786	0.023628317
2016-08	0.0343995259	0.0324972235	0.0131256034	-0.025692392	-0.005561388	0.0039910467	0.001241	0.0284175938	0.0160119008	-0.011315128	-0.009168193	0.0085918706
2016-09	-0.020985872	0.0372033247	0.0134992807	-0.001174906	-0.002229223	-0.001477313	0.001241	0.0362083242	0.0177535529	-0.003710263	-0.013203936	0.0153442138
2016-10	0.0322539797	0.0185826167	0.0166349821	-0.005897624	-0.016839414	0.0139101559	0.001241	0.0196911942	0.0085929051	0.0100708139	-0.019383923	0.0161222684
2016-11	0.0373595078	0.0044840271	0.0352303945	-0.01432689	0.0060229149	0.0203577818	0.001241	0.0158406716	0.0196786185	-0.01267473	-0.009572957	0.0244177181
2016-12	-0.045313338	0.0276010332	0.0363943489	0.016513305	0.0107287952	0.0452985509	0.001241	0.0287642651	0.0399768305	0.0207191481	-0.012302134	0.0426350422
2017-01	0.0054495154	-0.033744096	0.0427013133	-0.006556216	0.0214853465	0.0428330201	0.001241	-0.020221655	0.038087035	0.0021103642	0.0018396014	0.0220131197
2017-02	0.0292915883	0.0117914245	0.0047288424	-0.004738741	-0.017285608	-0.015458886	0.001241	0.0054565574	0.0090924026	-0.002192672	-0.004992144	0.0055568496
2017-03	-0.005979603	-0.025102075	0.007525792	0.0428525047	0.0465066402	-0.031295213	0.001241	-0.012966474	0.0138715796	0.022016921	0.033100921	-0.020672647
2017-04	-0.024835695	-0.052273213	0.0344764482	0.0499772082	0.0684751714	-0.031412998	0.001241	-0.034130758	0.0336475158	0.0222746562	0.0515144545	-0.027556685
2017-05	-0.038098879	-0.050476385	0.0227341801	0.0569414905	0.0713341867	-0.004925724	0.001241	-0.017104855	0.0201440156	0.0096955759	0.0282308344	-0.009933745
2017-06	0.0480190243	-0.01961886	-0.003598515	0.0022006223	-0.00550182	-0.026593392	0.001241	-0.015008741	0.0088520868	0.0020472939	0.0086059229	0.000698946
2017-07	0.0180371645	-0.015180709	0.0591127172	0.0289206231	-0.021940063	0.0494713669	0.001241	-0.023435158	0.0597765133	0.0408180835	0.0086247938	0.0369418477
2017-08	0.0187414069	0.0044658081	-0.030609352	-0.042438907	-0.018568947	0.0033771711	0.001241	0.0059074071	-0.023398525	-0.035505455	-0.016721399	-0.002046166
2017-09	0.0157974152	-0.006118659	-0.027355017	-0.017787739	0.0058323784	-0.025777069	0.001241	-0.000921774	-0.022329474	-0.022199385	-0.000220812	-0.021314303
2017-10	0.0150952196	-0.053939469	-0.008555112	0.0680543882	0.0589230433	-0.058956891	0.001241	-0.015891556	-0.004554367	0.0286226387	0.0325429518	-0.024472687
2017-11	-0.033894135	-0.033803771	0.0418768631	0.0549728666	0.0485397515	0.0093403364	0.001241	-0.019204458	0.0360854461	0.0363914027	0.0184601666	0.0062317583
2017-12	0.0045779349	-0.030337168	-0.002499208	0.0460912472	0.0316931314	-0.0238843	0.001241	-0.009580441	0.0077370219	0.0296348665	0.0173788786	-0.009942661
2018-01	0.0213480604	-0.056536274	0.0594212774	0.069284681	0.0805666213	0.0036042215	0.001241	-0.022361585	0.043765252	0.0283181601	0.0394142962	-0.007002005
2018-02	-0.047131885	-0.014391589	-0.024974622	0.0176706929	-0.009325779	-0.031202069	0.001241	-0.018809453	-0.008759496	0.036740683	0.0158675314	-0.032119294
2018-03	-0.005757856	0.0404384713	-0.081139395	-0.105475776	-0.052793716	-0.036205471	0.001241	0.0239167126	-0.077672532	-0.087254135	-0.028712038	-0.016659325
2018-04	-0.036906423	-0.009033174	-0.005722915	0.037036377	0.0200083908	0.0206505107	0.001241	-0.000559256	-0.005346847	0.0261878089	0.0028282447	-0.000154921
2018-05	0.0121853278	-0.03433672	-0.006221698	0.0511272344	0.0700463442	-0.012837581	0.001241	0.0130715649	0.008379925	0.0021563343	0.044498702	0.002688178
2018-06	-0.082474049	-0.026519046	0.0076948455	0.0628100155	0.0493454876	0.0020558084	0.001241	-0.000398398	0.0162544173	0.0255889886	0.0234186614	-0.000394955
2018-07	0.0013850428	0.015864935	0.0407711311	-0.038377986	-0.008389003	0.033346652	0.001241	0.0156741311	0.0388753579	-0.050467378	-0.016704222	0.0266180601
2018-08	-0.065980367	-0.002796323	0.0281449617	0.0147462875	-0.004639195	0.0403522297	0.001241	0.001720137	0.0183388773	0.007569467	-0.010654784	0.0185326166
2018-09	0.0184914847	-0.026819805	0.0204441083	0.0140614051	0.0256913441	0.0460819331	0.001241	-0.003850545	0.0215619419	-0.020240186	-0.006268382	0.0160139697
2018-10	-0.111901111	0.0319643333	0.0361114548	-0.007270925	-0.015911063	0.0354649404	0.001241	0.0313450242	0.0109992539	-0.011353236	-0.004973913	0.0187600753
2018-11	0.0205966433	0.0459569006	-0.020447005	-0.085013435	-0.056831788	-0.027456134	0.001241	0.0207754042	0.0017160955	-0.067678851	-0.036158302	0.0158789296
2018-12	-0.039110135	-0.002477238	-0.005360119	0.03042197	0.0065199696	0.0162893034	0.001241	0.0105718944	-0.007866166	0.0092215384	0.0040425682	0.0074541163
2019-01	0.0219782446	-0.056833995	0.014695988	0.0329117725	0.0477335123	-0.025022812	0.001241	-0.025341887	0.0355384999	0.0164240937	0.0146612223	-0.007284877
2019-02	0.1615601652	0.0632554299	-0.032942828	-0.159046228	-0.101825353	-0.02399314	0.001241	0.0153458458	-0.025991834	-0.092396534	-0.05203982	-0.005049811
2019-03	0.0802824979	0.0315812167	-0.024053974	-0.00833176	-0.043753791	-0.022126695	0.001241	0.0064947134	-0.000511875	0.0023560801	-0.029253567	0.0071309457
2019-04	-0.017471089	-0.019323444	0.0067975454	0.048085422	0.0406548459	-0.007508229	0.001241	0.005535	0.0274336346	0.0069408398	0.0041766097	0.00858322
2019-05	-0.060888543	0.0121379746	-0.007806249	0.0379427808	-0.013801597	0.0289759761	0.001241	0.0233726626	-0.00978023	0.0028492727	-0.029128722	0.0305096376
2019-06	0.0260667049	-0.038049525	-0.029944308	0.0184491815	0.0401431111	-0.0159437	0.001241	-0.00641696	-0.012894407	-0.007206611	0.020088916	-0.003982309
2019-07	-0.00620248	-0.019754169	-0.019902143	0.0069522202	0.0107967677	-0.020272943	0.001241	-0.003098368	-0.019028196	-0.000342649	0.0208795899	-0.023937861
2019-08	0.0005433422	-0.02165066	-0.067374852	0.0587585117	0.019865203	-0.05512246	0.001241	-0.011414131	-0.040817688	0.0250939205	0.0036830752	-0.015236547
2019-09	0.0021506099	0.0168753689	-0.006488074	-0.016441227	0.0155213669	-0.009213102	0.001241	0.0127152152	-0.018847081	-0.005910775	0.0118474724	-0.022433758
2019-10	0.0031302241	-0.009900059	-0.017935966	0.0349802677	0.0093460554	-0.025378509	0.001241	-0.003288058	-0.004293163	0.0161371507	0.007000111	-0.01125548
2019-11	-0.014247594	-0.01093996	0.0098758967	-0.004721213	0.0109417037	0.003441782	0.001241	-0.006934146	0.0082216063	-0.007858043	0.0115710241	0.004538441
2019-12	0.0701259254	0.0131342412	0.0011385972	0.0141836035	-0.000456328	-0.015063821	0.001241	0.0100816282	-0.006447514	0.0054633651	-0.0015814	0.0012867098
2020-01	-0.003883442	0.0182326502	-0.042095573	0.0449383741	-0.014818973	-0.015843479	0.001241	-0.004167935	-0.036471119	0.0550353526	0.0037242468	-0.030821546
2020-02	0.0007200003	-0.000377851	-0.040612888	0.0689326965	-0.030951506	-0.016245251	0.001241	-0.01457227	-0.026822109	0.0576759058	-0.009793305	-0.02136457
2020-03	-0.056981123	0.0242534797	0.016157556	-0.03198739	0.013548191	0.0084291048	0.001241	0.0362768229	0.0290729467	-0.068713269	-0.010974898	0.0034955556
2020-04	0.0491913344	-0.037002541	-0.049544902	0.0917463313	0.0417836989	-0.060787669	0.001241	-0.025243285	-0.026860504	0.0756388031	0.0332351668	-0.03733354
2020-05	0.0095612869	0.013901954	-0.03166295	0.0291374089	0.0152782901	-0.033536297	0.001241	0.0030469782	-0.019594037	0.0111867643	0.0130169839	-0.018539189
2020-06	0.0849453261	-0.00631368	-0.083894551	0.1090280751	0.0223744449	-0.051513304	0.001241	-0.006240622	-0.051884049	0.0762468058	0.0197896631	-0.026376081
2020-07	0.1387663152	-0.001328687	0.0094116396	0.0416687202	0.0076160448	-0.003829644	0.001241	-0.002005571	0.0362705581	0.0005926998	0.0125599847	0.0038366154
2020-08	0.0242773996	0.0198845252	-0.001178284	-0.014340513	0.0129836109	-0.003559391	0.001241	0.0296518611	-0.005777761	-0.04652326	-0.011325443	0.0120205533
2020-09	-0.064320542	-0.004545814	0.0064845412	-0.014424936	0.0218036414	-0.011723581	0.001241	0.016043657	0.0046004404	-0.026738391	-0.00902272	0.0131636601
2020-10	0.0104762008	0.0024661846	-0.020415965	0.0164995802	0.0183923382	-0.021542885	0.001241	0.0259063282	-0.014097451	0.0128184739	0.0007716327	0.002913468
